0.5257310271, 0.0, -0.8506510258, 
0.0, -0.8506510258, -0.5257310271, 
-0.5257310271, 0.0, -0.8506510258, 
0.0, 0.8506510258, -0.5257310271, 
0.5257310271, 0.0, -0.8506510258, 
-0.5257310271, 0.0, -0.8506510258, 
-0.8506510258, 0.5257310271, 0.0, 
0.0, 0.8506510258, -0.5257310271, 
-0.5257310271, 0.0, -0.8506510258, 
-0.8506510258, -0.5257310271, 0.0, 
-0.8506510258, 0.5257310271, 0.0, 
-0.5257310271, 0.0, -0.8506510258, 
0.0, -0.8506510258, -0.5257310271, 
-0.8506510258, -0.5257310271, 0.0, 
-0.5257310271, 0.0, -0.8506510258, 
0.0, -0.8506510258, 0.5257310271, 
0.5257310271, 0.0, 0.8506510258, 
-0.5257310271, 0.0, 0.8506510258, 
-0.8506510258, -0.5257310271, 0.0, 
0.0, -0.8506510258, 0.5257310271, 
-0.5257310271, 0.0, 0.8506510258, 
-0.8506510258, 0.5257310271, 0.0, 
-0.8506510258, -0.5257310271, 0.0, 
-0.5257310271, 0.0, 0.8506510258, 
0.0, 0.8506510258, 0.5257310271, 
-0.8506510258, 0.5257310271, 0.0, 
-0.5257310271, 0.0, 0.8506510258, 
0.5257310271, 0.0, 0.8506510258, 
0.0, 0.8506510258, 0.5257310271, 
-0.5257310271, 0.0, 0.8506510258, 
0.0, 0.8506510258, 0.5257310271, 
0.5257310271, 0.0, 0.8506510258, 
0.8506510258, 0.5257310271, 0.0, 
0.0, 0.8506510258, -0.5257310271, 
0.0, 0.8506510258, 0.5257310271, 
0.8506510258, 0.5257310271, 0.0, 
0.5257310271, 0.0, -0.8506510258, 
0.0, 0.8506510258, -0.5257310271, 
0.8506510258, 0.5257310271, 0.0, 
0.8506510258, -0.5257310271, 0.0, 
0.5257310271, 0.0, -0.8506510258, 
0.8506510258, 0.5257310271, 0.0, 
0.5257310271, 0.0, 0.8506510258, 
0.8506510258, -0.5257310271, 0.0, 
0.8506510258, 0.5257310271, 0.0, 
0.0, 0.8506510258, 0.5257310271, 
0.0, 0.8506510258, -0.5257310271, 
-0.8506510258, 0.5257310271, 0.0, 
0.0, -0.8506510258, -0.5257310271, 
0.0, -0.8506510258, 0.5257310271, 
-0.8506510258, -0.5257310271, 0.0, 
0.8506510258, -0.5257310271, 0.0, 
0.5257310271, 0.0, 0.8506510258, 
0.0, -0.8506510258, 0.5257310271, 
0.0, -0.8506510258, -0.5257310271, 
0.8506510258, -0.5257310271, 0.0, 
0.0, -0.8506510258, 0.5257310271, 
0.5257310271, 0.0, -0.8506510258, 
0.8506510258, -0.5257310271, 0.0, 
0.0, -0.8506510258, -0.5257310271, 
